* Generated by rew_pipeline.py (source UUID 3cad11fd-e3fa-4108-9c9c-d820def9f39f, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000021 s))
* Measurement: R.filtered.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:47
* Note: ; Trace Arithmetic A times B A = R.nofdw.120.green.multipos.fdw6 B = FRX-trimmed.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
154.541016 73.782 6.8819
154.724121 73.882 6.2336
154.907227 73.921 5.6759
155.090332 73.952 5.3120
155.273438 74.017 5.0127
155.456543 74.120 4.6531
155.639648 74.257 4.2647
155.822754 74.429 3.9301
156.005859 74.638 3.6094
156.188965 74.860 3.1658
156.372070 75.051 2.5557
156.555176 75.179 1.9178
156.738281 75.254 1.4214
156.921387 75.323 1.0174
157.104492 75.421 0.3842
157.287598 75.538 -0.7977
157.470703 75.640 -2.5254
157.653809 75.713 -4.4633
157.836914 75.788 -6.2340
158.020020 75.910 -7.7411
158.203125 76.092 -9.2100
158.386230 76.289 -10.8883
158.569336 76.434 -12.7584
158.752441 76.493 -14.5767
158.935547 76.485 -16.1483
159.118652 76.455 -17.5546
159.301758 76.428 -19.1026
159.484863 76.388 -21.0169
159.667969 76.308 -23.2073
159.851074 76.189 -25.3571
160.034180 76.068 -27.2237
160.217285 75.980 -28.8554
160.400391 75.920 -30.4922
160.583496 75.840 -32.2509
160.766602 75.693 -33.9607
160.949707 75.484 -35.3175
161.132812 75.266 -36.2047
161.315918 75.102 -36.8784
161.499023 75.000 -37.7774
161.682129 74.920 -39.1226
161.865234 74.817 -40.7549
162.048340 74.680 -42.3324
162.231445 74.529 -43.6297
162.414551 74.385 -44.6672
162.597656 74.242 -45.5898
162.780762 74.080 -46.4695
162.963867 73.889 -47.2719
163.146973 73.683 -47.9893
163.330078 73.481 -48.7355
163.513184 73.286 -49.6637
163.696289 73.080 -50.7964
163.879395 72.854 -51.9830
164.062500 72.612 -53.0396
164.245605 72.369 -53.9110
164.428711 72.126 -54.6667
164.611816 71.862 -55.3433
164.794922 71.566 -55.8512
164.978027 71.259 -56.0931
165.161133 70.983 -56.1686
165.344238 70.758 -56.3761
165.527344 70.557 -56.9224
165.710449 70.335 -57.6559
165.893555 70.082 -58.1595
166.076660 69.830 -58.1284
166.259766 69.616 -57.6558
166.442871 69.421 -57.0814
166.625977 69.175 -56.5332
166.809082 68.826 -55.7301
166.992188 68.403 -54.2932
167.175293 67.990 -52.2465
167.358398 67.640 -50.1030
167.541504 67.318 -48.2440
167.724609 66.976 -46.3183
167.907715 66.671 -43.5192
168.090820 66.579 -39.6309
168.273926 66.825 -35.7001
168.457031 67.304 -33.0323
168.640137 67.792 -31.7833
168.823242 68.157 -31.1225
169.006348 68.419 -30.2379
169.189453 68.674 -29.0241
169.372559 68.979 -28.0285
169.555664 69.300 -27.7738
169.738770 69.580 -28.2669
169.921875 69.811 -29.1750
170.104980 70.034 -30.2743
170.288086 70.285 -31.6312
170.471191 70.547 -33.3648
170.654297 70.770 -35.3326
170.837402 70.929 -37.1337
171.020508 71.052 -38.4310
171.203613 71.192 -39.2721
171.386719 71.367 -40.0704
171.569824 71.538 -41.2042
171.752930 71.645 -42.6767
171.936035 71.673 -44.1885
172.119141 71.664 -45.4888
172.302246 71.685 -46.6544
172.485352 71.765 -48.0172
172.668457 71.880 -49.8007
172.851562 71.992 -51.8846
173.034668 72.091 -53.9420
173.217773 72.202 -55.7660
173.400879 72.346 -57.4499
173.583984 72.505 -59.2509
173.767090 72.623 -61.2946
173.950195 72.654 -63.4503
174.133301 72.592 -65.4690
174.316406 72.477 -67.2233
174.499512 72.365 -68.8356
174.682617 72.288 -70.5806
174.865723 72.249 -72.6473
175.048828 72.235 -75.0012
175.231934 72.241 -77.4541
175.415039 72.263 -79.8207
175.598145 72.290 -81.9978
175.781250 72.304 -83.9376
175.964355 72.283 -85.6078
176.147461 72.228 -87.0287
176.330566 72.153 -88.3543
176.513672 72.075 -89.8744
176.696777 71.993 -91.8735
176.879883 71.898 -94.4398
177.062988 71.784 -97.3916
177.246094 71.670 -100.3726
177.429199 71.585 -103.0434
177.612305 71.559 -105.2513
177.795410 71.594 -107.0743
177.978516 71.661 -108.7238
178.161621 71.713 -110.3962
178.344727 71.705 -112.1808
178.527832 71.620 -114.0582
178.710938 71.478 -115.9639
178.894043 71.329 -117.8875
179.077148 71.230 -119.9475
179.260254 71.208 -122.3438
179.443359 71.240 -125.1722
179.626465 71.265 -128.2564
179.809570 71.229 -131.1719
179.992676 71.120 -133.4681
180.175781 70.982 -134.9703
180.358887 70.870 -135.9744
180.541992 70.807 -137.0987
180.725098 70.758 -138.8244
180.908203 70.683 -141.1636
181.091309 70.585 -143.7455
181.274414 70.515 -146.1688
181.457520 70.532 -148.3032
181.640625 70.646 -150.2899
181.823730 70.801 -152.2606
182.006836 70.925 -154.1333
182.189941 70.980 -155.7127
182.373047 70.977 -156.9485
182.556152 70.943 -158.0623
182.739258 70.886 -159.3842
182.922363 70.795 -161.0465
183.105469 70.679 -162.8681
183.288574 70.589 -164.5565
183.471680 70.596 -166.0291
183.654785 70.732 -167.5098
183.837891 70.954 -169.2517
184.020996 71.176 -171.2134
184.204102 71.338 -173.0680
184.387207 71.438 -174.4917
184.570312 71.519 -175.4474
184.753418 71.622 -176.2278
184.936523 71.752 -177.2133
185.119629 71.890 -178.5941
185.302734 72.023 179.6672
185.485840 72.158 177.6797
185.668945 72.299 175.5091
185.852051 72.438 173.2222
186.035156 72.556 170.9839
186.218262 72.649 169.0337
186.401367 72.741 167.5148
186.584473 72.859 166.3202
186.767578 73.003 165.1676
186.950684 73.132 163.8885
187.133789 73.204 162.6320
187.316895 73.225 161.7574
187.500000 73.258 161.4819
187.683105 73.385 161.5764
187.866211 73.635 161.4574
188.049316 73.961 160.6734
188.232422 74.294 159.2398
188.415527 74.602 157.5036
188.598633 74.903 155.7836
188.781738 75.229 154.1318
188.964844 75.590 152.3810
189.147949 75.957 150.3805
189.331055 76.294 148.1526
189.514160 76.585 145.8320
189.697266 76.842 143.5006
189.880371 77.085 141.0964
190.063477 77.324 138.4813
190.246582 77.548 135.5908
190.429688 77.748 132.5094
190.612793 77.925 129.4091
190.795898 78.091 126.4198
190.979004 78.256 123.5529
191.162109 78.412 120.7345
191.345215 78.538 117.9023
191.528320 78.615 115.0598
191.711426 78.635 112.2444
191.894531 78.611 109.4570
192.077637 78.559 106.6352
192.260742 78.493 103.7042
192.443848 78.417 100.6583
192.626953 78.333 97.5888
192.810059 78.247 94.6265
192.993164 78.167 91.8529
193.176270 78.086 89.2682
193.359375 77.986 86.8474
193.542480 77.843 84.6200
193.725586 77.650 82.6761
193.908691 77.429 81.0665
194.091797 77.218 79.6773
194.274902 77.045 78.2200
194.458008 76.901 76.4102
194.641113 76.747 74.1995
194.824219 76.546 71.8415
195.007324 76.290 69.7405
195.190430 76.005 68.1981
195.373535 75.723 67.2292
195.556641 75.449 66.6058
195.739746 75.149 66.1238
195.922852 74.781 65.8449
196.105957 74.344 66.0699
196.289062 73.898 67.0478
196.472168 73.538 68.6388
196.655273 73.315 70.3050
196.838379 73.197 71.5745
197.021484 73.109 72.4853
197.204590 73.017 73.5035
197.387695 72.954 75.0530
197.570801 72.984 77.0990
197.753906 73.131 79.1672
197.937012 73.347 80.8011
198.120117 73.564 81.9269
198.303223 73.752 82.7651
198.486328 73.929 83.5150
198.669434 74.133 84.1615
198.852539 74.382 84.5438
199.035645 74.667 84.5506
199.218750 74.971 84.2047
199.401855 75.283 83.5843
199.584961 75.595 82.7276
199.768066 75.890 81.6462
199.951172 76.148 80.4075
200.134277 76.358 79.1550
200.317383 76.537 78.0129
200.500488 76.713 76.9556
200.683594 76.904 75.7902
200.866699 77.095 74.3115
201.049805 77.253 72.4902
201.232910 77.354 70.5065
201.416016 77.404 68.6038
201.599121 77.436 66.8910
201.782227 77.478 65.2589
201.965332 77.530 63.4948
202.148438 77.565 61.4915
202.331543 77.553 59.3500
202.514648 77.490 57.2920
202.697754 77.398 55.4831
202.880859 77.305 53.9234
203.063965 77.224 52.4900
203.247070 77.146 51.0820
203.430176 77.057 49.7112
203.613281 76.953 48.4547
203.796387 76.846 47.3472
203.979492 76.744 46.3369
204.162598 76.644 45.3511
204.345703 76.533 44.3894
204.528809 76.404 43.5348
204.711914 76.262 42.8741
204.895020 76.118 42.4250
205.078125 75.977 42.1455
205.261230 75.838 41.9975
205.444336 75.702 41.9689
205.627441 75.579 42.0189
205.810547 75.479 42.0302
205.993652 75.393 41.8696
206.176758 75.301 41.5190
206.359863 75.190 41.1297
206.542969 75.070 40.9167
206.726074 74.973 40.9742
206.909180 74.924 41.1944
207.092285 74.917 41.3933
207.275391 74.923 41.5062
207.458496 74.924 41.6287
207.641602 74.926 41.8621
207.824707 74.950 42.1501
208.007812 75.002 42.2996
208.190918 75.062 42.1690
208.374023 75.106 41.8049
208.557129 75.132 41.3773
208.740234 75.160 40.9963
208.923340 75.209 40.6116
209.106445 75.277 40.0996
209.289551 75.340 39.4347
209.472656 75.378 38.7386
209.655762 75.395 38.1609
209.838867 75.410 37.7271
210.021973 75.431 37.3258
210.205078 75.448 36.8473
210.388184 75.445 36.3078
210.571289 75.425 35.8071
210.754395 75.409 35.3699
210.937500 75.417 34.8592
211.120605 75.443 34.0879
211.303711 75.459 33.0168
211.486816 75.445 31.8136
211.669922 75.412 30.7002
211.853027 75.391 29.7386
212.036133 75.400 28.7700
212.219238 75.415 27.5916
212.402344 75.390 26.1904
212.585449 75.287 24.7876
212.768555 75.109 23.6641
212.951660 74.892 22.9337
213.134766 74.672 22.4574
213.317871 74.455 21.9933
213.500977 74.225 21.4401
213.684082 73.970 20.9215
213.867188 73.708 20.6411
214.050293 73.472 20.6809
214.233398 73.281 20.9577
214.416504 73.119 21.3798
214.599609 72.956 22.0029
214.782715 72.778 22.9826
214.965820 72.600 24.3768
215.148926 72.437 26.0318
215.332031 72.284 27.7079
215.515137 72.116 29.3214
215.698242 71.932 31.0244
215.881348 71.770 33.0309
216.064453 71.703 35.3562
216.247559 71.784 37.7311
216.430664 72.014 39.7944
216.613770 72.349 41.3452
216.796875 72.731 42.3945
216.979980 73.114 43.0524
217.163086 73.464 43.4295
217.346191 73.764 43.6131
217.529297 74.010 43.6646
217.712402 74.216 43.5985
217.895508 74.403 43.3661
218.078613 74.590 42.8882
218.261719 74.784 42.1264
218.444824 74.988 41.1311
218.627930 75.200 40.0187
218.811035 75.418 38.9024
218.994141 75.638 37.8389
219.177246 75.848 36.8255
219.360352 76.034 35.8292
219.543457 76.181 34.8114
219.726562 76.286 33.7363
219.909668 76.351 32.5768
220.092773 76.387 31.3259
220.275879 76.410 29.9959
220.458984 76.443 28.5929
220.642090 76.498 27.0894
220.825195 76.573 25.4407
221.008301 76.644 23.6514
221.191406 76.680 21.8287
221.374512 76.664 20.1530
221.557617 76.603 18.7657
221.740723 76.522 17.6513
221.923828 76.440 16.6268
222.106934 76.355 15.4815
222.290039 76.249 14.1552
222.473145 76.112 12.7843
222.656250 75.958 11.5801
222.839355 75.815 10.6571
223.022461 75.701 9.9736
223.205566 75.608 9.4389
223.388672 75.514 9.0529
223.571777 75.408 8.9002
223.754883 75.305 9.0009
223.937988 75.221 9.2020
224.121094 75.156 9.2697
224.304199 75.084 9.1098
224.487305 74.989 8.8609
224.670410 74.889 8.7476
224.853516 74.825 8.8385
225.036621 74.824 8.9671
225.219727 74.872 8.9180
225.402832 74.930 8.6610
225.585938 74.977 8.3481
225.769043 75.025 8.0958
225.952148 75.096 7.8149
226.135254 75.188 7.2918
226.318359 75.273 6.4322
226.501465 75.330 5.3711
226.684570 75.365 4.3253
226.867676 75.408 3.3564
227.050781 75.473 2.3110
227.233887 75.535 1.0229
227.416992 75.552 -0.4541
227.600098 75.508 -1.8610
227.783203 75.432 -2.9952
227.966309 75.375 -3.9626
228.149414 75.350 -5.1236
228.332520 75.316 -6.7205
228.515625 75.221 -8.5849
228.698730 75.055 -10.2437
228.881836 74.873 -11.3284
229.064941 74.751 -11.9500
229.248047 74.706 -12.6287
229.431152 74.669 -13.7466
229.614258 74.552 -15.1336
229.797363 74.333 -16.2199
229.980469 74.081 -16.5648
230.163574 73.906 -16.3399
230.346680 73.850 -16.2627
230.529785 73.847 -16.8955
230.712891 73.796 -18.1175
230.895996 73.659 -19.3146
231.079102 73.488 -19.9470
231.262207 73.370 -20.0040
231.445312 73.348 -19.9785
231.628418 73.384 -20.3636
231.811523 73.408 -21.2477
231.994629 73.386 -22.4109
232.177734 73.329 -23.6559
232.360840 73.263 -24.9773
232.543945 73.194 -26.4578
232.727051 73.116 -28.0848
232.910156 73.030 -29.7422
233.093262 72.957 -31.3817
233.276367 72.911 -33.1430
233.459473 72.870 -35.2375
233.642578 72.789 -37.7062
233.825684 72.631 -40.3353
234.008789 72.400 -42.8231
234.191895 72.139 -45.0446
234.375000 71.885 -47.1696
234.558105 71.632 -49.4836
234.741211 71.339 -52.0752
234.924316 70.973 -54.7327
235.107422 70.544 -57.1577
235.290527 70.104 -59.2973
235.473633 69.688 -61.4793
235.656738 69.272 -64.1585
235.839844 68.787 -67.5074
236.022949 68.170 -71.2764
236.206055 67.411 -74.9974
236.389160 66.557 -78.3156
236.572266 65.676 -81.2301
236.755371 64.806 -84.0771
236.938477 63.933 -87.2680
237.121582 63.006 -91.0655
237.304688 61.968 -95.5876
237.487793 60.759 -100.9000
237.670898 59.305 -106.9956
237.854004 57.531 -113.7062
238.037109 55.402 -120.8241
238.220215 52.999 -128.8581
238.403320 50.581 -140.7571
238.586426 48.825 -162.7760
238.769531 49.233 164.6253
238.952637 51.809 136.0130
239.135742 54.586 117.0519
239.318848 56.711 104.7259
239.501953 58.182 97.0159
239.685059 59.238 92.7935
239.868164 60.120 90.6261
240.051270 60.916 88.8436
240.234375 61.559 86.5430
240.417480 61.993 83.9733
240.600586 62.288 81.8810
240.783691 62.618 80.5516
240.966797 63.115 79.3573
241.149902 63.733 77.4564
241.333008 64.306 74.8296
241.516113 64.713 72.3193
241.699219 64.971 70.8837
241.882324 65.206 70.7818
242.065430 65.532 71.2332
242.248535 65.923 71.0913
242.431641 66.256 69.8960
242.614746 66.450 68.0517
242.797852 66.528 66.2402
242.980957 66.589 64.8210
243.164062 66.714 63.6533
243.347168 66.900 62.4592
243.530273 67.089 61.2849
243.713379 67.249 60.4878
243.896484 67.402 60.3018
244.079590 67.592 60.4890
244.262695 67.812 60.4958
244.445801 67.994 59.9731
244.628906 68.080 59.0528
244.812012 68.068 58.1511
244.995117 68.018 57.5868
245.178223 68.003 57.3610
245.361328 68.058 57.2693
245.544434 68.169 57.1935
245.727539 68.315 57.1997
245.910645 68.491 57.3592
246.093750 68.695 57.5716
246.276855 68.908 57.6340
246.459961 69.089 57.4568
246.643066 69.215 57.1497
246.826172 69.295 56.8905
247.009277 69.366 56.7442
247.192383 69.456 56.6248
247.375488 69.574 56.4242
247.558594 69.708 56.1321
247.741699 69.851 55.8054
247.924805 69.997 55.4601
248.107910 70.130 55.0622
248.291016 70.226 54.6351
248.474121 70.272 54.3258
248.657227 70.287 54.2993
248.840332 70.320 54.5334
249.023438 70.401 54.7534
249.206543 70.521 54.6565
249.389648 70.637 54.2071
249.572754 70.724 53.6572
249.755859 70.802 53.2686
249.938965 70.907 53.0267
250.122070 71.043 52.6632
250.305176 71.166 51.9925
250.488281 71.224 51.1783
250.671387 71.213 50.6272
250.854492 71.193 50.6027
251.037598 71.241 50.9072
251.220703 71.373 51.0105
251.403809 71.530 50.5814
251.586914 71.637 49.8125
251.770020 71.678 49.2146
251.953125 71.706 49.1391
252.136230 71.791 49.4437
252.319336 71.951 49.6256
252.502441 72.132 49.3241
252.685547 72.268 48.6222
252.868652 72.343 47.8805
253.051758 72.391 47.3706
253.234863 72.460 47.0623
253.417969 72.563 46.7315
253.601074 72.679 46.2488
253.784180 72.781 45.7121
253.967285 72.869 45.3024
254.150391 72.969 45.0533
254.333496 73.096 44.7917
254.516602 73.236 44.3119
254.699707 73.356 43.5895
254.882812 73.435 42.8075
255.065918 73.488 42.1963
255.249023 73.549 41.8427
255.432129 73.651 41.6258
255.615234 73.792 41.3217
255.798340 73.948 40.7701
255.981445 74.084 39.9531
256.164551 74.179 38.9607
256.347656 74.225 37.9152
256.530762 74.234 36.9165
256.713867 74.227 36.0108
256.896973 74.231 35.1776
257.080078 74.266 34.3404
257.263184 74.336 33.4126
257.446289 74.431 32.3592
257.629395 74.534 31.2261
257.812500 74.630 30.1136
257.995605 74.712 29.1166
258.178711 74.780 28.2744
258.361816 74.838 27.5546
258.544922 74.889 26.8656
258.728027 74.934 26.0911
258.911133 74.966 25.1370
259.094238 74.980 23.9828
259.277344 74.973 22.7001
259.460449 74.958 21.4094
259.643555 74.958 20.1807
259.826660 74.993 18.9522
260.009766 75.061 17.5625
260.192871 75.133 15.8954
260.375977 75.165 14.0066
260.559082 75.133 12.1100
260.742188 75.047 10.4315
260.925293 74.936 9.0447
261.108398 74.829 7.8271
261.291504 74.727 6.5953
261.474609 74.611 5.2947
261.657715 74.471 4.0406
261.840820 74.321 2.9657
262.023926 74.189 2.0344
262.207031 74.081 1.0360
262.390137 73.968 -0.2046
262.573242 73.810 -1.6222
262.756348 73.593 -2.9394
262.939453 73.345 -3.9071
263.122559 73.118 -4.5436
263.305664 72.936 -5.1263
263.488770 72.774 -5.9036
263.671875 72.589 -6.8384
263.854980 72.365 -7.6751
264.038086 72.130 -8.2449
264.221191 71.917 -8.6889
264.404297 71.719 -9.3332
264.587402 71.481 -10.3188
264.770508 71.153 -11.4017
264.953613 70.740 -12.1242
265.136719 70.302 -12.1969
265.319824 69.910 -11.7618
265.502930 69.576 -11.2257
265.686035 69.251 -10.7819
265.869141 68.884 -10.1792
266.052246 68.485 -8.9900
266.235352 68.116 -7.0648
266.418457 67.829 -4.6873
266.601562 67.614 -2.2307
266.784668 67.439 0.2353
266.967773 67.306 2.8389
267.150879 67.250 5.4983
267.333984 67.275 7.8483
267.517090 67.318 9.6790
267.700195 67.315 11.2781
267.883301 67.271 13.1897
268.066406 67.267 15.6175
268.249512 67.374 18.1051
268.432617 67.562 19.9825
268.615723 67.736 21.1031
268.798828 67.841 21.9392
268.981934 67.926 23.0196
269.165039 68.091 24.3181
269.348145 68.380 25.2158
269.531250 68.724 25.1647
269.714355 69.007 24.2628
269.897461 69.159 23.1463
270.080566 69.198 22.5045
270.263672 69.203 22.6381
270.446777 69.249 23.3002
270.629883 69.348 23.9647
270.812988 69.454 24.2949
270.996094 69.517 24.3410
271.179199 69.525 24.3716
271.362305 69.508 24.6019
271.545410 69.506 25.0428
271.728516 69.541 25.5406
271.911621 69.605 25.9418
272.094727 69.670 26.2338
272.277832 69.718 26.5533
272.460938 69.758 27.0671
272.644043 69.818 27.8038
272.827148 69.925 28.5731
273.010254 70.073 29.0915
273.193359 70.222 29.2433
273.376465 70.339 29.2151
273.559570 70.430 29.3472
273.742676 70.547 29.8011
273.925781 70.738 30.3369
274.108887 70.991 30.4970
274.291992 71.232 30.0662
274.475098 71.389 29.3024
274.658203 71.453 28.7197
274.841309 71.486 28.6441
275.024414 71.570 28.8915
275.207520 71.723 28.9200
275.390625 71.885 28.3906
275.573730 71.984 27.5075
275.756836 72.007 26.8053
275.939941 72.016 26.6452
276.123047 72.087 26.8562
276.306152 72.233 26.8927
276.489258 72.395 26.3983
276.672363 72.502 25.5202
276.855469 72.546 24.6781
277.038574 72.581 24.1154
277.221680 72.663 23.6676
277.404785 72.793 22.9855
277.587891 72.919 21.9721
277.770996 73.000 20.9158
277.954102 73.043 20.2007
278.137207 73.101 19.9122
278.320312 73.203 19.7284
278.503418 73.320 19.2445
278.686523 73.391 18.3697
278.869629 73.385 17.3526
279.052734 73.332 16.4649
279.235840 73.293 15.6829
279.418945 73.300 14.6945
279.602051 73.328 13.2504
279.785156 73.329 11.4701
279.968262 73.282 9.7701
280.151367 73.217 8.5138
280.334473 73.183 7.7058
280.517578 73.194 7.0167
280.700684 73.207 6.1393
280.883789 73.162 5.0877
281.066895 73.035 4.1380
281.250000 72.855 3.5326
281.433105 72.674 3.2387
281.616211 72.517 2.9907
281.799316 72.366 2.5832
281.982422 72.185 2.0946
282.165527 71.964 1.8163
282.348633 71.730 2.0007
282.531738 71.522 2.6765
282.714844 71.362 3.6868
282.897949 71.253 4.8681
283.081055 71.189 6.1376
283.264160 71.178 7.4193
283.447266 71.220 8.5760
283.630371 71.301 9.4908
283.813477 71.395 10.1951
283.996582 71.491 10.8558
284.179688 71.597 11.6170
284.362793 71.733 12.4665
284.545898 71.898 13.2757
284.729004 72.076 13.9529
284.912109 72.250 14.5145
285.095215 72.427 14.9917
285.278320 72.618 15.3108
285.461426 72.825 15.3170
285.644531 73.026 14.9339
285.827637 73.202 14.2749
286.010742 73.353 13.5702
286.193848 73.509 12.9734
286.376953 73.699 12.4257
286.560059 73.929 11.7182
286.743164 74.169 10.6988
286.926270 74.383 9.4077
287.109375 74.555 8.0229
287.292480 74.695 6.6958
287.475586 74.830 5.4326
287.658691 74.971 4.1147
287.841797 75.113 2.6258
288.024902 75.238 0.9548
288.208008 75.339 -0.8144
288.391113 75.416 -2.5906
288.574219 75.479 -4.3462
288.757324 75.530 -6.1104
288.940430 75.566 -7.9093
289.123535 75.581 -9.7223
289.306641 75.576 -11.5001
289.489746 75.558 -13.2180
289.672852 75.536 -14.9054
289.855957 75.508 -16.6160
290.039062 75.466 -18.3653
290.222168 75.401 -20.0977
290.405273 75.315 -21.7237
290.588379 75.222 -23.2000
290.771484 75.140 -24.5922
290.954590 75.072 -26.0515
291.137695 75.002 -27.7092
291.320801 74.904 -29.5654
291.503906 74.757 -31.4628
291.687012 74.567 -33.1685
291.870117 74.362 -34.5209
292.053223 74.186 -35.5571
292.236328 74.062 -36.5145
292.419434 73.978 -37.6695
292.602539 73.893 -39.1379
292.785645 73.772 -40.8078
292.968750 73.603 -42.4382
293.151855 73.403 -43.8270
293.334961 73.204 -44.9322
293.518066 73.025 -45.8693
293.701172 72.865 -46.7909
293.884277 72.704 -47.7610
294.067383 72.526 -48.7279
294.250488 72.330 -49.5938
294.433594 72.131 -50.3016
294.616699 71.945 -50.8731
294.799805 71.788 -51.3910
294.982910 71.663 -51.9566
295.166016 71.566 -52.6477
295.349121 71.485 -53.4840
295.532227 71.408 -54.4139
295.715332 71.331 -55.3458
295.898438 71.267 -56.2304
296.081543 71.228 -57.1368
296.264648 71.220 -58.2368
296.447754 71.224 -59.6803
296.630859 71.219 -61.4737
296.813965 71.195 -63.4877
296.997070 71.168 -65.5912
297.180176 71.159 -67.7851
297.363281 71.170 -70.1911
297.546387 71.174 -72.8885
297.729492 71.131 -75.7698
297.912598 71.025 -78.5786
298.095703 70.882 -81.1219
298.278809 70.748 -83.4927
298.461914 70.651 -86.0800
298.645020 70.565 -89.2834
298.828125 70.437 -93.1864
299.011230 70.235 -97.5037
299.194336 69.973 -101.8117
299.377441 69.710 -105.8753
299.560547 69.503 -109.8409
299.743652 69.357 -114.1113
299.926758 69.221 -118.9915
300.109863 69.032 -124.4665
300.292969 68.762 -130.2814
300.476074 68.433 -136.1705
300.659180 68.096 -142.0285
300.842285 67.797 -147.9063
301.025391 67.551 -153.8626
301.208496 67.354 -159.8439
301.391602 67.201 -165.7443
301.574707 67.093 -171.5737
301.757812 67.019 -177.5160
301.940918 66.944 176.2328
302.124023 66.825 169.7062
302.307129 66.650 163.2423
302.490234 66.460 157.3016
302.673340 66.342 152.1202
302.856445 66.362 147.4716
303.039551 66.501 142.8718
303.222656 66.663 138.0964
303.405762 66.753 133.4238
303.588867 66.759 129.3825
303.771973 66.759 126.2447
303.955078 66.864 123.6416
304.138184 67.103 120.7722
304.321289 67.402 117.1541
304.504395 67.664 113.0702
304.687500 67.857 109.2903
304.870605 68.040 106.4456
305.053711 68.311 104.4975
305.236816 68.704 102.7425
305.419922 69.148 100.4632
305.603027 69.529 97.5175
305.786133 69.782 94.2891
305.969238 69.924 91.2671
306.152344 70.031 88.6698
306.335449 70.172 86.3345
306.518555 70.364 83.9436
306.701660 70.574 81.3646
306.884766 70.766 78.7452
307.067871 70.930 76.3162
307.250977 71.084 74.1489
307.434082 71.238 72.0950
307.617188 71.381 69.9474
307.800293 71.488 67.6399
307.983398 71.546 65.2852
308.166504 71.575 63.0439
308.349609 71.611 60.9638
308.532715 71.679 58.9425
308.715820 71.772 56.8451
308.898926 71.863 54.6511
309.082031 71.923 52.4788
309.265137 71.944 50.4826
309.448242 71.933 48.7295
309.631348 71.903 47.1633
309.814453 71.855 45.6789
309.997559 71.783 44.2306
310.180664 71.687 42.8714
310.363770 71.582 41.6910
310.546875 71.491 40.7134
310.729980 71.433 39.8549
310.913086 71.402 38.9871
311.096191 71.377 38.0525
311.279297 71.333 37.1172
311.462402 71.265 36.3137
311.645508 71.189 35.7203
311.828613 71.131 35.2774
312.011719 71.102 34.8197
312.194824 71.093 34.2124
312.377930 71.084 33.4687
312.561035 71.062 32.7379
312.744141 71.038 32.1767
312.927246 71.029 31.8139
313.110352 71.044 31.5260
313.293457 71.068 31.1514
313.476562 71.074 30.6278
313.659668 71.042 30.0230
313.842773 70.975 29.4498
314.025879 70.891 28.9683
314.208984 70.808 28.5755
314.392090 70.733 28.2836
314.575195 70.672 28.1821
