* Generated by rew_pipeline.py (source UUID 9e8dedfa-8b56-4da9-abd5-de1186520615, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -0.999958 s))
* Measurement: L.filtered.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:46
* Note: ; Trace Arithmetic A times B A = L.nofdw.120.green.multipos.fdw6 B = FLX-trimmed.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
158.752441 74.638 23.8136
158.935547 74.777 22.4981
159.118652 74.883 21.1664
159.301758 74.969 19.8719
159.484863 75.042 18.5942
159.667969 75.101 17.2772
159.851074 75.136 15.8790
160.034180 75.134 14.4106
160.217285 75.087 12.9492
160.400391 74.998 11.6177
160.583496 74.881 10.5321
160.766602 74.763 9.7326
160.949707 74.665 9.1414
161.132812 74.592 8.6004
161.315918 74.529 7.9824
161.499023 74.449 7.2860
161.682129 74.340 6.6276
161.865234 74.209 6.1375
162.048340 74.081 5.8443
162.231445 73.976 5.6512
162.414551 73.896 5.4348
162.597656 73.829 5.1669
162.780762 73.766 4.9304
162.963867 73.713 4.8174
163.146973 73.679 4.8282
163.330078 73.660 4.8886
163.513184 73.640 4.9666
163.696289 73.606 5.1400
163.879395 73.569 5.5108
164.062500 73.561 6.0403
164.245605 73.603 6.4963
164.428711 73.682 6.6243
164.611816 73.759 6.3880
164.794922 73.812 6.0109
164.978027 73.855 5.7724
165.161133 73.932 5.7354
165.344238 74.068 5.6605
165.527344 74.245 5.2181
165.710449 74.406 4.2885
165.893555 74.506 3.0426
166.076660 74.539 1.7691
166.259766 74.537 0.6427
166.442871 74.539 -0.3846
166.625977 74.558 -1.4905
166.809082 74.584 -2.7938
166.992188 74.596 -4.2656
167.175293 74.587 -5.8025
167.358398 74.556 -7.3446
167.541504 74.498 -8.8968
167.724609 74.400 -10.4433
167.907715 74.253 -11.8759
168.090820 74.070 -13.0465
168.273926 73.886 -13.9210
168.457031 73.736 -14.6783
168.640137 73.616 -15.6001
168.823242 73.489 -16.8146
169.006348 73.310 -18.1530
169.189453 73.068 -19.2613
169.372559 72.798 -19.8693
169.555664 72.550 -20.0140
169.738770 72.349 -20.0149
169.921875 72.176 -20.1967
170.104980 71.989 -20.6364
170.288086 71.770 -21.1787
170.471191 71.533 -21.6409
170.654297 71.309 -21.9828
170.837402 71.116 -22.2973
171.020508 70.945 -22.6712
171.203613 70.775 -23.0885
171.386719 70.589 -23.4663
171.569824 70.376 -23.7382
171.752930 70.126 -23.8751
171.936035 69.833 -23.8404
172.119141 69.499 -23.5749
172.302246 69.145 -23.0604
172.485352 68.794 -22.3811
172.668457 68.453 -21.6557
172.851562 68.112 -20.8710
173.034668 67.770 -19.8222
173.217773 67.458 -18.2942
173.400879 67.216 -16.3239
173.583984 67.049 -14.1972
173.767090 66.902 -12.0724
173.950195 66.725 -9.6782
174.133301 66.543 -6.5341
174.316406 66.465 -2.6019
174.499512 66.576 1.3273
174.682617 66.823 4.2541
174.865723 67.059 5.9683
175.048828 67.189 7.1492
175.231934 67.249 8.6759
175.415039 67.364 10.8610
175.598145 67.634 13.1761
175.781250 68.032 14.8427
175.964355 68.449 15.6363
176.147461 68.809 15.9345
176.330566 69.118 16.1895
176.513672 69.423 16.4941
176.696777 69.749 16.5891
176.879883 70.072 16.2286
177.062988 70.351 15.4632
177.246094 70.579 14.5548
177.429199 70.789 13.6804
177.612305 71.018 12.7455
177.795410 71.269 11.5002
177.978516 71.505 9.8289
178.161621 71.684 7.8997
178.344727 71.799 6.0421
178.527832 71.882 4.4917
178.710938 71.976 3.2115
178.894043 72.098 1.9422
179.077148 72.224 0.4461
179.260254 72.316 -1.2991
179.443359 72.351 -3.1234
179.626465 72.341 -4.8385
179.809570 72.316 -6.3945
179.992676 72.300 -7.8992
180.175781 72.295 -9.4917
180.358887 72.287 -11.1997
180.541992 72.268 -12.9185
180.725098 72.249 -14.5262
180.908203 72.251 -16.0270
181.091309 72.287 -17.5979
181.274414 72.342 -19.4824
181.457520 72.377 -21.8212
181.640625 72.352 -24.5599
181.823730 72.253 -27.4934
182.006836 72.095 -30.3967
182.189941 71.920 -33.1601
182.373047 71.769 -35.8507
182.556152 71.658 -38.6416
182.739258 71.572 -41.6548
182.922363 71.480 -44.8598
183.105469 71.363 -48.1238
183.288574 71.221 -51.3650
183.471680 71.066 -54.6755
183.654785 70.896 -58.2976
183.837891 70.689 -62.4528
184.020996 70.418 -67.1685
184.204102 70.080 -72.2496
184.387207 69.712 -77.4166
184.570312 69.379 -82.5275
184.753418 69.137 -87.7272
184.936523 68.986 -93.3567
185.119629 68.865 -99.6675
185.302734 68.691 -106.6218
185.485840 68.409 -113.9375
185.668945 68.027 -121.2899
185.852051 67.609 -128.5277
186.035156 67.246 -135.7914
186.218262 67.003 -143.4091
186.401367 66.889 -151.5856
186.584473 66.868 -160.1573
186.767578 66.905 -168.6507
186.950684 66.992 -176.5781
187.133789 67.148 176.2616
187.316895 67.393 169.6777
187.500000 67.709 163.2779
187.683105 68.041 156.8104
187.866211 68.327 150.3570
188.049316 68.540 144.2489
188.232422 68.698 138.8217
188.415527 68.847 134.1772
188.598633 69.028 130.1099
188.781738 69.245 126.2758
188.964844 69.466 122.4688
189.147949 69.662 118.7404
189.331055 69.834 115.2809
189.514160 70.006 112.2037
189.697266 70.203 109.4338
189.880371 70.417 106.8054
190.063477 70.613 104.2608
190.246582 70.759 101.9338
190.429688 70.855 100.0330
190.612793 70.931 98.6334
190.795898 71.027 97.5656
190.979004 71.156 96.5238
191.162109 71.301 95.3079
191.345215 71.443 93.9473
191.528320 71.584 92.6025
191.711426 71.745 91.3786
191.894531 71.939 90.2488
192.077637 72.157 89.1480
192.260742 72.377 88.0997
192.443848 72.590 87.2011
192.626953 72.807 86.4767
192.810059 73.042 85.7705
192.993164 73.287 84.8317
193.176270 73.512 83.5344
193.359375 73.687 81.9987
193.542480 73.817 80.4891
193.725586 73.941 79.1772
193.908691 74.102 77.9723
194.091797 74.309 76.5953
194.274902 74.523 74.8456
194.458008 74.691 72.7881
194.641113 74.787 70.6923
194.824219 74.822 68.8187
195.007324 74.832 67.2344
195.190430 74.846 65.7947
195.373535 74.866 64.3041
195.556641 74.873 62.6992
195.739746 74.855 61.0791
195.922852 74.820 59.5847
196.105957 74.783 58.2667
196.289062 74.751 57.0695
196.472168 74.716 55.9264
196.655273 74.656 54.8493
196.838379 74.561 53.9216
197.021484 74.432 53.2212
197.204590 74.276 52.7736
197.387695 74.100 52.5825
197.570801 73.911 52.6831
197.753906 73.727 53.1295
197.937012 73.573 53.9082
198.120117 73.473 54.8913
198.303223 73.424 55.9255
198.486328 73.411 56.9778
198.669434 73.428 58.1540
198.852539 73.493 59.5407
199.035645 73.636 61.0369
199.218750 73.861 62.3791
199.401855 74.140 63.3531
199.584961 74.436 63.9454
199.768066 74.725 64.2828
199.951172 75.008 64.4709
200.134277 75.289 64.5230
200.317383 75.563 64.4298
200.500488 75.823 64.2484
200.683594 76.076 64.0745
200.866699 76.347 63.9103
201.049805 76.653 63.5877
201.232910 76.984 62.8747
201.416016 77.300 61.6810
201.599121 77.567 60.1489
201.782227 77.775 58.5474
201.965332 77.952 57.0703
202.148438 78.129 55.7028
202.331543 78.321 54.2677
202.514648 78.512 52.6125
202.697754 78.675 50.7520
202.880859 78.797 48.8416
203.063965 78.889 47.0328
203.247070 78.972 45.3581
203.430176 79.057 43.7381
203.613281 79.138 42.0920
203.796387 79.202 40.4263
203.979492 79.244 38.8163
204.162598 79.271 37.3151
204.345703 79.293 35.8975
204.528809 79.312 34.4949
204.711914 79.323 33.0749
204.895020 79.323 31.6674
205.078125 79.318 30.3077
205.261230 79.322 28.9665
205.444336 79.334 27.5591
205.627441 79.341 26.0353
205.810547 79.328 24.4505
205.993652 79.288 22.9320
206.176758 79.234 21.5670
206.359863 79.182 20.3192
206.542969 79.135 19.0675
206.726074 79.080 17.7324
206.909180 79.000 16.3586
207.092285 78.899 15.0618
207.275391 78.794 13.8960
207.458496 78.704 12.7798
207.641602 78.625 11.5732
207.824707 78.534 10.2350
208.007812 78.409 8.8933
208.190918 78.252 7.7503
208.374023 78.089 6.9103
208.557129 77.948 6.2857
208.740234 77.830 5.6853
208.923340 77.717 5.0015
209.106445 77.588 4.2988
209.289551 77.446 3.7186
209.472656 77.313 3.3126
209.655762 77.206 2.9784
209.838867 77.118 2.5688
210.021973 77.025 2.0523
210.205078 76.907 1.5476
210.388184 76.769 1.2056
210.571289 76.628 1.0683
210.754395 76.497 1.0484
210.937500 76.369 1.0492
211.120605 76.228 1.0885
211.303711 76.074 1.2890
211.486816 75.927 1.7479
211.669922 75.816 2.4201
211.853027 75.755 3.1371
212.036133 75.732 3.7440
212.219238 75.728 4.2055
212.402344 75.731 4.5878
212.585449 75.738 4.9657
212.768555 75.759 5.3611
212.951660 75.798 5.7476
213.134766 75.856 6.0819
213.317871 75.931 6.3184
213.500977 76.021 6.4120
213.684082 76.116 6.3364
213.867188 76.208 6.1106
214.050293 76.292 5.7931
214.233398 76.375 5.4300
214.416504 76.464 5.0076
214.599609 76.563 4.4629
214.782715 76.660 3.7560
214.965820 76.745 2.9239
215.148926 76.813 2.0559
215.332031 76.874 1.2080
215.515137 76.936 0.3486
215.698242 76.995 -0.6005
215.881348 77.034 -1.6637
216.064453 77.039 -2.7598
216.247559 77.015 -3.7619
216.430664 76.982 -4.6216
216.613770 76.964 -5.4398
216.796875 76.961 -6.4001
216.979980 76.956 -7.6158
217.163086 76.922 -9.0356
217.346191 76.851 -10.4896
217.529297 76.753 -11.8182
217.712402 76.648 -12.9710
217.895508 76.548 -14.0023
218.078613 76.449 -14.9865
218.261719 76.341 -15.9458
218.444824 76.217 -16.8581
218.627930 76.078 -17.7110
218.811035 75.925 -18.5282
218.994141 75.759 -19.3388
219.177246 75.574 -20.1360
219.360352 75.373 -20.8806
219.543457 75.162 -21.5439
219.726562 74.946 -22.1275
219.909668 74.719 -22.6228
220.092773 74.476 -22.9553
220.275879 74.220 -22.9995
220.458984 73.972 -22.6809
220.642090 73.755 -22.0738
220.825195 73.573 -21.3657
221.008301 73.405 -20.6875
221.191406 73.225 -19.9839
221.374512 73.030 -19.0714
221.557617 72.846 -17.8327
221.740723 72.704 -16.3520
221.923828 72.614 -14.8419
222.106934 72.557 -13.4374
222.290039 72.517 -12.1075
222.473145 72.500 -10.7783
222.656250 72.521 -9.4945
222.839355 72.580 -8.4037
223.022461 72.653 -7.5675
223.205566 72.718 -6.8403
223.388672 72.782 -5.9784
223.571777 72.883 -4.8884
223.754883 73.054 -3.7637
223.937988 73.284 -2.9338
224.121094 73.525 -2.5723
224.304199 73.731 -2.5802
224.487305 73.890 -2.7279
224.670410 74.020 -2.8745
224.853516 74.150 -3.0689
225.036621 74.290 -3.4651
225.219727 74.431 -4.1547
225.402832 74.556 -5.0834
225.585938 74.662 -6.1054
225.769043 74.758 -7.0912
225.952148 74.854 -7.9869
226.135254 74.955 -8.8022
226.318359 75.054 -9.5735
226.501465 75.147 -10.3481
226.684570 75.223 -11.1800
226.867676 75.271 -12.1046
227.050781 75.281 -13.0952
227.233887 75.256 -14.0570
227.416992 75.215 -14.8913
227.600098 75.188 -15.5924
227.783203 75.194 -16.2785
227.966309 75.229 -17.0938
228.149414 75.266 -18.0626
228.332520 75.281 -19.0497
228.515625 75.278 -19.8764
228.698730 75.279 -20.4964
228.881836 75.306 -21.0703
229.064941 75.356 -21.8473
229.248047 75.401 -22.9589
229.431152 75.412 -24.3248
229.614258 75.389 -25.7488
229.797363 75.354 -27.0971
229.980469 75.330 -28.4031
230.163574 75.317 -29.8096
230.346680 75.288 -31.4082
230.529785 75.209 -33.1365
230.712891 75.064 -34.8181
230.895996 74.864 -36.2902
231.079102 74.637 -37.5153
231.262207 74.414 -38.6001
231.445312 74.208 -39.7176
231.628418 74.015 -40.9968
231.811523 73.820 -42.4550
231.994629 73.603 -43.9923
232.177734 73.348 -45.4203
232.360840 73.049 -46.5165
232.543945 72.717 -47.1116
232.727051 72.376 -47.1930
232.910156 72.042 -46.9414
233.093262 71.707 -46.6154
233.276367 71.343 -46.3412
233.459473 70.930 -46.0001
233.642578 70.488 -45.3350
233.825684 70.077 -44.2041
234.008789 69.756 -42.7515
234.191895 69.538 -41.2728
234.375000 69.389 -39.8911
234.558105 69.269 -38.4442
234.741211 69.175 -36.7181
234.924316 69.121 -34.7296
235.107422 69.097 -32.6989
235.290527 69.062 -30.7301
235.473633 68.990 -28.6178
235.656738 68.920 -26.0754
235.839844 68.938 -23.1917
236.022949 69.096 -20.5624
236.206055 69.347 -18.7754
236.389160 69.593 -17.8338
236.572266 69.781 -17.2147
236.755371 69.941 -16.3981
236.938477 70.140 -15.3400
237.121582 70.408 -14.4732
237.304688 70.699 -14.2232
237.487793 70.939 -14.6011
237.670898 71.097 -15.2851
237.854004 71.198 -15.9818
238.037109 71.291 -16.6728
238.220215 71.393 -17.5259
238.403320 71.482 -18.5918
238.586426 71.536 -19.6501
238.769531 71.568 -20.3910
238.952637 71.620 -20.7450
239.135742 71.713 -20.9956
239.318848 71.810 -21.4864
239.501953 71.843 -22.2258
239.685059 71.778 -22.8397
239.868164 71.656 -22.9180
240.051270 71.568 -22.4596
240.234375 71.574 -21.9741
240.417480 71.641 -21.9984
240.600586 71.688 -22.5369
240.783691 71.675 -23.0741
240.966797 71.643 -23.0797
241.149902 71.680 -22.5296
241.333008 71.827 -21.9482
241.516113 72.029 -21.8500
241.699219 72.199 -22.2311
241.882324 72.295 -22.6734
242.065430 72.356 -22.8250
242.248535 72.444 -22.7563
242.431641 72.581 -22.8613
242.614746 72.726 -23.4087
242.797852 72.833 -24.2735
242.980957 72.898 -25.1213
243.164062 72.964 -25.7835
243.347168 73.072 -26.4304
243.530273 73.211 -27.3552
243.713379 73.337 -28.6200
243.896484 73.423 -29.9859
244.079590 73.488 -31.1816
244.262695 73.576 -32.2115
244.445801 73.704 -33.3704
244.628906 73.835 -34.9154
244.812012 73.910 -36.7600
244.995117 73.908 -38.5250
245.178223 73.868 -39.8778
245.361328 73.859 -40.8673
245.544434 73.913 -41.9233
245.727539 73.992 -43.4523
245.910645 74.028 -45.4474
246.093750 73.981 -47.5093
246.276855 73.878 -49.1908
246.459961 73.788 -50.3635
246.643066 73.762 -51.3212
246.826172 73.789 -52.4985
247.009277 73.813 -54.0803
247.192383 73.784 -55.9082
247.375488 73.696 -57.6957
247.558594 73.578 -59.2842
247.741699 73.460 -60.7277
247.924805 73.352 -62.1752
248.107910 73.244 -63.7036
248.291016 73.126 -65.2765
248.474121 72.997 -66.8320
248.657227 72.860 -68.3599
248.840332 72.712 -69.8774
249.023438 72.544 -71.3564
249.206543 72.357 -72.7201
249.389648 72.167 -73.9318
249.572754 71.992 -75.0685
249.755859 71.834 -76.2661
249.938965 71.678 -77.5741
250.122070 71.514 -78.8931
250.305176 71.350 -80.0879
250.488281 71.212 -81.1668
250.671387 71.106 -82.3166
250.854492 71.006 -83.7183
251.037598 70.868 -85.3378
251.220703 70.674 -86.9329
251.403809 70.452 -88.2846
251.586914 70.253 -89.4440
251.770020 70.102 -90.7340
251.953125 69.975 -92.4517
252.136230 69.822 -94.5837
252.319336 69.622 -96.8417
252.502441 69.395 -98.9570
252.685547 69.182 -100.9494
252.868652 68.990 -103.1055
253.051758 68.777 -105.6698
253.234863 68.484 -108.5829
253.417969 68.089 -111.5321
253.601074 67.621 -114.2395
253.784180 67.136 -116.7356
253.967285 66.668 -119.3662
254.150391 66.193 -122.4812
254.333496 65.658 -126.1236
254.516602 65.032 -130.0385
254.699707 64.323 -133.9489
254.882812 63.561 -137.8214
255.065918 62.753 -141.8874
255.249023 61.860 -146.4106
255.432129 60.825 -151.4908
255.615234 59.610 -157.1768
255.798340 58.203 -163.8459
255.981445 56.582 -172.5914
256.164551 54.698 174.5670
256.347656 52.633 154.5718
256.530762 51.121 125.0118
256.713867 51.387 92.2056
256.896973 53.025 67.7766
257.080078 54.910 52.8185
257.263184 56.707 43.3970
257.446289 58.379 36.1911
257.629395 59.859 29.4189
257.812500 61.071 22.7426
257.995605 62.015 16.6281
258.178711 62.784 11.5989
258.361816 63.517 7.6565
258.544922 64.306 4.1433
258.728027 65.123 0.2645
258.911133 65.867 -4.2587
259.094238 66.457 -9.0987
259.277344 66.890 -13.6954
259.460449 67.229 -17.6820
259.643555 67.559 -21.1301
259.826660 67.920 -24.4570
260.009766 68.287 -28.0467
260.192871 68.603 -31.9527
260.375977 68.830 -35.9383
260.559082 68.970 -39.7197
260.742188 69.056 -43.1797
260.925293 69.122 -46.4207
261.108398 69.186 -49.6560
261.291504 69.248 -53.0555
261.474609 69.304 -56.6730
261.657715 69.351 -60.4635
261.840820 69.388 -64.3174
262.023926 69.411 -68.0725
262.207031 69.424 -71.5459
262.390137 69.440 -74.6291
262.573242 69.478 -77.4053
262.756348 69.539 -80.1624
262.939453 69.594 -83.2216
263.122559 69.591 -86.7000
263.305664 69.496 -90.4143
263.488770 69.322 -93.9970
263.671875 69.130 -97.1446
263.854980 69.001 -99.8484
264.038086 68.979 -102.4022
264.221191 69.042 -105.1223
264.404297 69.123 -108.0549
264.587402 69.172 -110.9747
264.770508 69.178 -113.6231
264.953613 69.166 -115.9436
265.136719 69.160 -118.1262
265.319824 69.164 -120.4340
265.502930 69.162 -122.9871
265.686035 69.148 -125.7086
265.869141 69.133 -128.4419
266.052246 69.139 -131.0864
266.235352 69.178 -133.6250
266.418457 69.245 -136.0540
266.601562 69.335 -138.3448
266.784668 69.451 -140.5100
266.967773 69.602 -142.6954
267.150879 69.781 -145.1443
267.333984 69.961 -148.0164
267.517090 70.107 -151.2300
267.700195 70.215 -154.4937
267.883301 70.318 -157.5173
268.066406 70.471 -160.2540
268.249512 70.707 -162.9643
268.432617 71.004 -165.9942
268.615723 71.300 -169.4687
268.798828 71.541 -173.2033
268.981934 71.715 -176.8697
269.165039 71.853 179.7551
269.348145 71.998 176.6361
269.531250 72.172 173.5385
269.714355 72.360 170.2578
269.897461 72.527 166.8032
270.080566 72.660 163.3681
270.263672 72.773 160.1417
270.446777 72.897 157.1325
270.629883 73.050 154.1552
270.812988 73.220 150.9971
270.996094 73.374 147.6070
271.179199 73.488 144.1269
271.362305 73.566 140.7652
271.545410 73.631 137.6314
271.728516 73.710 134.6656
271.911621 73.808 131.7154
272.094727 73.910 128.6822
272.277832 73.999 125.5934
272.460938 74.073 122.5456
272.644043 74.143 119.5921
272.827148 74.224 116.6864
273.010254 74.316 113.7310
273.193359 74.403 110.6713
273.376465 74.470 107.5362
273.559570 74.508 104.3943
273.742676 74.517 101.2865
273.925781 74.497 98.2106
274.108887 74.440 95.1704
274.291992 74.346 92.2262
274.475098 74.221 89.4752
274.658203 74.088 86.9618
274.841309 73.966 84.6065
275.024414 73.856 82.2524
275.207520 73.731 79.8179
275.390625 73.559 77.4090
275.573730 73.333 75.2692
275.756836 73.084 73.5866
275.939941 72.860 72.3044
276.123047 72.688 71.1246
276.306152 72.554 69.7551
276.489258 72.421 68.1628
276.672363 72.269 66.5729
276.855469 72.115 65.2360
277.038574 71.990 64.1995
277.221680 71.905 63.3079
277.404785 71.834 62.4283
277.587891 71.740 61.6314
277.770996 71.624 61.1008
277.954102 71.520 60.8613
278.137207 71.459 60.6362
278.320312 71.424 60.0595
278.503418 71.364 59.0552
278.686523 71.240 57.9594
278.869629 71.077 57.2538
279.052734 70.948 57.1334
279.235840 70.913 57.2903
279.418945 70.949 57.2190
279.602051 70.974 56.7620
279.785156 70.923 56.2655
279.968262 70.812 56.2271
280.151367 70.724 56.7870
280.334473 70.735 57.5135
280.517578 70.836 57.7859
280.700684 70.952 57.4003
280.883789 71.028 56.6926
281.066895 71.076 56.1440
281.250000 71.155 55.9199
281.433105 71.299 55.7491
281.616211 71.481 55.2567
281.799316 71.634 54.3695
281.982422 71.717 53.3506
282.165527 71.748 52.4999
282.348633 71.783 51.8438
282.531738 71.859 51.0946
282.714844 71.964 49.9367
282.897949 72.052 48.3391
283.081055 72.091 46.5796
283.264160 72.086 45.0078
283.447266 72.074 43.7821
283.630371 72.082 42.7820
283.813477 72.106 41.7564
283.996582 72.113 40.5558
284.179688 72.077 39.2215
284.362793 71.993 37.8909
284.545898 71.883 36.6495
284.729004 71.770 35.4703
284.912109 71.660 34.2829
285.095215 71.542 33.0921
285.278320 71.404 32.0247
285.461426 71.247 31.2547
285.644531 71.093 30.8660
285.827637 70.967 30.7553
286.010742 70.878 30.6663
286.193848 70.805 30.3530
286.376953 70.717 29.7501
286.560059 70.589 29.0198
286.743164 70.432 28.4472
286.926270 70.288 28.2453
287.109375 70.208 28.3794
287.292480 70.215 28.5631
287.475586 70.281 28.4744
287.658691 70.345 28.0043
287.841797 70.356 27.3064
288.024902 70.302 26.6421
288.208008 70.208 26.1720
288.391113 70.117 25.8394
288.574219 70.052 25.4279
288.757324 70.009 24.7498
288.940430 69.966 23.7945
289.123535 69.902 22.7236
289.306641 69.814 21.7522
289.489746 69.705 21.0296
289.672852 69.583 20.5861
289.855957 69.447 20.3515
290.039062 69.287 20.2132
290.222168 69.087 20.0832
290.405273 68.833 19.9626
290.588379 68.523 19.9725
290.771484 68.185 20.3089
290.954590 67.875 21.1008
291.137695 67.657 22.2443
291.320801 67.561 23.3980
291.503906 67.554 24.2301
291.687012 67.567 24.6980
291.870117 67.537 25.0737
292.053223 67.447 25.7337
292.236328 67.324 26.9059
292.419434 67.208 28.5426
292.602539 67.125 30.3879
292.785645 67.075 32.1653
292.968750 67.043 33.7164
293.151855 67.014 35.0243
293.334961 66.978 36.1934
293.518066 66.937 37.4263
293.701172 66.916 38.9415
293.884277 66.959 40.7989
294.067383 67.098 42.7703
294.250488 67.319 44.4712
294.433594 67.556 45.7084
294.616699 67.743 46.6741
294.799805 67.869 47.7864
294.982910 67.982 49.3192
295.166016 68.151 51.1198
295.349121 68.401 52.7078
295.532227 68.689 53.7136
295.715332 68.961 54.1707
295.898438 69.196 54.3851
296.081543 69.423 54.6001
296.264648 69.681 54.7962
296.447754 69.977 54.7916
296.630859 70.284 54.5063
296.813965 70.574 54.0849
296.997070 70.848 53.7620
297.180176 71.132 53.6310
297.363281 71.450 53.5463
297.546387 71.792 53.2590
297.729492 72.124 52.6445
297.912598 72.414 51.7927
298.095703 72.658 50.9044
298.278809 72.880 50.1175
298.461914 73.116 49.4020
298.645020 73.384 48.5948
298.828125 73.676 47.5341
299.011230 73.970 46.1767
299.194336 74.245 44.6114
299.377441 74.494 42.9840
299.560547 74.729 41.3966
299.743652 74.965 39.8370
299.926758 75.211 38.1820
300.109863 75.458 36.2806
300.292969 75.682 34.0653
300.476074 75.860 31.6075
300.659180 75.985 29.0756
300.842285 76.071 26.6252
301.025391 76.141 24.2939
301.208496 76.213 21.9837
301.391602 76.282 19.5558
301.574707 76.328 16.9618
301.757812 76.330 14.2920
301.940918 76.287 11.7046
302.124023 76.217 9.3043
302.307129 76.139 7.0754
302.490234 76.058 4.9292
302.673340 75.964 2.8171
302.856445 75.842 0.7900
303.039551 75.696 -1.0595
303.222656 75.538 -2.7104
303.405762 75.381 -4.2576
303.588867 75.222 -5.8277
303.771973 75.048 -7.4475
303.955078 74.856 -9.0106
304.138184 74.665 -10.3868
304.321289 74.506 -11.5685
304.504395 74.397 -12.6953
304.687500 74.321 -13.9130
304.870605 74.244 -15.2177
305.053711 74.141 -16.4632
305.236816 74.014 -17.5170
305.419922 73.875 -18.4015
305.603027 73.730 -19.2757
305.786133 73.568 -20.2765
305.969238 73.381 -21.3990
306.152344 73.180 -22.5486
306.335449 72.999 -23.6971
306.518555 72.863 -24.9589
306.701660 72.767 -26.4795
306.884766 72.676 -28.2553
307.067871 72.557 -30.0995
307.250977 72.397 -31.7902
307.434082 72.202 -33.2458
307.617188 71.976 -34.5566
307.800293 71.703 -35.8446
307.983398 71.369 -37.1144
308.166504 70.982 -38.2712
308.349609 70.575 -39.2911
308.532715 70.182 -40.3339
308.715820 69.795 -41.6056
308.898926 69.369 -43.0691
309.082031 68.866 -44.3284
309.265137 68.298 -44.8459
309.448242 67.727 -44.3549
309.631348 67.212 -43.1005
309.814453 66.739 -41.5390
309.997559 66.244 -39.7335
310.180664 65.712 -37.2093
310.363770 65.242 -33.5482
310.546875 64.983 -29.1684
310.729980 64.964 -25.1790
310.913086 65.065 -22.1938
311.096191 65.170 -19.8063
311.279297 65.290 -17.3199
311.462402 65.513 -14.6705
311.645508 65.874 -12.5387
311.828613 66.285 -11.5566
312.011719 66.629 -11.6972
312.194824 66.849 -12.4891
312.377930 66.964 -13.5279
312.561035 67.012 -14.7226
312.744141 67.008 -16.1426
312.927246 66.935 -17.7102
313.110352 66.793 -19.1235
313.293457 66.622 -20.1202
313.476562 66.473 -20.8024
313.659668 66.349 -21.5962
